Year,Age_Group,Sex,Education_Attainment_Level,NUTS_2_Region,VALUE
2021,40 - 44 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,96.2
2021,40 - 44 years,Male,Level of education - not stated,Northern and Western,0.0
2021,40 - 44 years,Male,Level of education - not stated,Southern,0.0
2021,40 - 44 years,Male,Level of education - not stated,Eastern and Midland,0.0
2021,40 - 44 years,Female,Less than primary (Level 0),Northern and Western,0.0
2021,40 - 44 years,Female,Less than primary (Level 0),Southern,0.0
2021,40 - 44 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2021,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2021,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2021,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2021,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,63.8
2021,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,61.8
2021,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,70.3
2021,40 - 44 years,Female,Tertiary education (Levels 5-8),Northern and Western,86.3
2021,40 - 44 years,Female,Tertiary education (Levels 5-8),Southern,85.3
2021,40 - 44 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,83.8
2021,40 - 44 years,Female,Level of education - not stated,Northern and Western,0.0
2021,40 - 44 years,Female,Level of education - not stated,Southern,0.0
2021,40 - 44 years,Female,Level of education - not stated,Eastern and Midland,0.0
2021,45 - 49 years,Male,Less than primary (Level 0),Northern and Western,0.0
2021,45 - 49 years,Male,Less than primary (Level 0),Southern,0.0
2021,45 - 49 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2021,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2021,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2021,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2021,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,87.5
2021,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,87.0
2021,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,85.8
2021,45 - 49 years,Male,Tertiary education (Levels 5-8),Northern and Western,86.6
2021,45 - 49 years,Male,Tertiary education (Levels 5-8),Southern,94.5
2021,45 - 49 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,89.9
2021,45 - 49 years,Male,Level of education - not stated,Northern and Western,0.0
2021,45 - 49 years,Male,Level of education - not stated,Southern,0.0
2021,45 - 49 years,Male,Level of education - not stated,Eastern and Midland,0.0
2021,45 - 49 years,Female,Less than primary (Level 0),Northern and Western,0.0
2021,45 - 49 years,Female,Less than primary (Level 0),Southern,0.0
2021,45 - 49 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2021,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2021,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2021,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2021,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2021,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,67.8
2021,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,61.8
2021,45 - 49 years,Female,Tertiary education (Levels 5-8),Northern and Western,91.6
2021,45 - 49 years,Female,Tertiary education (Levels 5-8),Southern,84.6
2021,45 - 49 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,85.8
2021,45 - 49 years,Female,Level of education - not stated,Northern and Western,0.0
2021,45 - 49 years,Female,Level of education - not stated,Southern,0.0
2021,45 - 49 years,Female,Level of education - not stated,Eastern and Midland,0.0
2021,50 - 54 years,Male,Less than primary (Level 0),Northern and Western,0.0
2021,50 - 54 years,Male,Less than primary (Level 0),Southern,0.0
2021,50 - 54 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2021,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2021,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Southern,64.7
2021,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,79.9
2021,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,80.2
2021,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,77.4
2021,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,84.6
2021,50 - 54 years,Male,Tertiary education (Levels 5-8),Northern and Western,95.4
2021,50 - 54 years,Male,Tertiary education (Levels 5-8),Southern,93.4
2021,50 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,88.8
2021,50 - 54 years,Male,Level of education - not stated,Northern and Western,0.0
2021,50 - 54 years,Male,Level of education - not stated,Southern,0.0
2021,50 - 54 years,Male,Level of education - not stated,Eastern and Midland,0.0
2021,50 - 54 years,Female,Less than primary (Level 0),Northern and Western,0.0
2021,50 - 54 years,Female,Less than primary (Level 0),Southern,0.0
2021,50 - 54 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2021,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2021,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2021,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2021,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,71.9
2021,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,65.5
2021,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,67.9
2021,50 - 54 years,Female,Tertiary education (Levels 5-8),Northern and Western,89.6
2021,50 - 54 years,Female,Tertiary education (Levels 5-8),Southern,81.2
2021,50 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,84.8
2021,50 - 54 years,Female,Level of education - not stated,Northern and Western,0.0
2021,50 - 54 years,Female,Level of education - not stated,Southern,0.0
2021,50 - 54 years,Female,Level of education - not stated,Eastern and Midland,0.0
2021,55 - 59 years,Male,Less than primary (Level 0),Northern and Western,0.0
2021,55 - 59 years,Male,Less than primary (Level 0),Southern,0.0
2021,55 - 59 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2021,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,72.3
2021,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Southern,71.1
2021,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,67.0
2021,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,79.0
2021,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,76.0
2021,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,73.3
2021,55 - 59 years,Male,Tertiary education (Levels 5-8),Northern and Western,89.2
2021,55 - 59 years,Male,Tertiary education (Levels 5-8),Southern,85.3
2021,55 - 59 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,85.6
2021,55 - 59 years,Male,Level of education - not stated,Northern and Western,0.0
2021,55 - 59 years,Male,Level of education - not stated,Southern,0.0
2021,55 - 59 years,Male,Level of education - not stated,Eastern and Midland,0.0
2021,55 - 59 years,Female,Less than primary (Level 0),Northern and Western,0.0
2021,55 - 59 years,Female,Less than primary (Level 0),Southern,0.0
2021,55 - 59 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2021,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2021,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2021,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2021,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,72.0
2021,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,57.4
2021,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,65.8
2021,55 - 59 years,Female,Tertiary education (Levels 5-8),Northern and Western,77.5
2021,55 - 59 years,Female,Tertiary education (Levels 5-8),Southern,77.8
2021,55 - 59 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,75.6
2021,55 - 59 years,Female,Level of education - not stated,Northern and Western,0.0
2021,55 - 59 years,Female,Level of education - not stated,Southern,0.0
2021,55 - 59 years,Female,Level of education - not stated,Eastern and Midland,0.0
2021,60 - 64 years,Male,Less than primary (Level 0),Northern and Western,0.0
2021,60 - 64 years,Male,Less than primary (Level 0),Southern,0.0
2021,60 - 64 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2021,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,60.2
2021,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Southern,39.7
2021,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,49.2
2021,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,70.1
2021,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,63.6
2021,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,64.4
2021,60 - 64 years,Male,Tertiary education (Levels 5-8),Northern and Western,77.4
2021,60 - 64 years,Male,Tertiary education (Levels 5-8),Southern,62.4
2021,60 - 64 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,68.2
2021,60 - 64 years,Male,Level of education - not stated,Northern and Western,0.0
2021,60 - 64 years,Male,Level of education - not stated,Southern,0.0
2021,60 - 64 years,Male,Level of education - not stated,Eastern and Midland,0.0
2021,60 - 64 years,Female,Less than primary (Level 0),Northern and Western,0.0
2021,60 - 64 years,Female,Less than primary (Level 0),Southern,0.0
2021,60 - 64 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2021,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2021,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2021,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2021,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,52.8
2021,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,44.8
2021,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,49.5
2021,60 - 64 years,Female,Tertiary education (Levels 5-8),Northern and Western,59.6
2021,60 - 64 years,Female,Tertiary education (Levels 5-8),Southern,49.6
2021,60 - 64 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,50.2
2021,60 - 64 years,Female,Level of education - not stated,Northern and Western,0.0
2021,60 - 64 years,Female,Level of education - not stated,Southern,0.0
2021,60 - 64 years,Female,Level of education - not stated,Eastern and Midland,0.0
2022,20 - 24 years,Male,Less than primary (Level 0),Northern and Western,0.0
2022,20 - 24 years,Male,Less than primary (Level 0),Southern,0.0
2022,20 - 24 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2022,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,57.6
2022,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,61.1
2022,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,64.6
2022,20 - 24 years,Male,Tertiary education (Levels 5-8),Northern and Western,0.0
2022,20 - 24 years,Male,Tertiary education (Levels 5-8),Southern,84.1
2022,20 - 24 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,86.5
2022,20 - 24 years,Male,Level of education - not stated,Northern and Western,0.0
2022,20 - 24 years,Male,Level of education - not stated,Southern,0.0
2022,20 - 24 years,Male,Level of education - not stated,Eastern and Midland,0.0
2022,20 - 24 years,Female,Less than primary (Level 0),Northern and Western,0.0
2022,20 - 24 years,Female,Less than primary (Level 0),Southern,0.0
2022,20 - 24 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2022,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2022,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,60.3
2022,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,64.0
2022,20 - 24 years,Female,Tertiary education (Levels 5-8),Northern and Western,0.0
2022,20 - 24 years,Female,Tertiary education (Levels 5-8),Southern,78.5
2022,20 - 24 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,84.0
2022,20 - 24 years,Female,Level of education - not stated,Northern and Western,0.0
2022,20 - 24 years,Female,Level of education - not stated,Southern,0.0
2022,20 - 24 years,Female,Level of education - not stated,Eastern and Midland,0.0
2022,25 - 29 years,Male,Less than primary (Level 0),Northern and Western,0.0
2022,25 - 29 years,Male,Less than primary (Level 0),Southern,0.0
2022,25 - 29 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2022,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2022,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,76.0
2022,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,73.8
2022,25 - 29 years,Male,Tertiary education (Levels 5-8),Northern and Western,0.0
2022,25 - 29 years,Male,Tertiary education (Levels 5-8),Southern,93.4
2022,25 - 29 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,93.6
2022,25 - 29 years,Male,Level of education - not stated,Northern and Western,0.0
2022,25 - 29 years,Male,Level of education - not stated,Southern,0.0
2022,25 - 29 years,Male,Level of education - not stated,Eastern and Midland,0.0
2022,25 - 29 years,Female,Less than primary (Level 0),Northern and Western,0.0
2022,25 - 29 years,Female,Less than primary (Level 0),Southern,0.0
2022,25 - 29 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2022,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2022,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,0.0
2022,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,64.3
2022,25 - 29 years,Female,Tertiary education (Levels 5-8),Northern and Western,0.0
2022,25 - 29 years,Female,Tertiary education (Levels 5-8),Southern,90.6
2022,25 - 29 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,89.3
2022,25 - 29 years,Female,Level of education - not stated,Northern and Western,0.0
2022,25 - 29 years,Female,Level of education - not stated,Southern,0.0
2022,25 - 29 years,Female,Level of education - not stated,Eastern and Midland,0.0
2022,30 - 34 years,Male,Less than primary (Level 0),Northern and Western,0.0
2022,30 - 34 years,Male,Less than primary (Level 0),Southern,0.0
2022,30 - 34 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2022,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2022,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,88.0
2022,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,86.4
2022,30 - 34 years,Male,Tertiary education (Levels 5-8),Northern and Western,96.9
2022,30 - 34 years,Male,Tertiary education (Levels 5-8),Southern,93.8
2022,30 - 34 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,90.2
2022,30 - 34 years,Male,Level of education - not stated,Northern and Western,0.0
2022,30 - 34 years,Male,Level of education - not stated,Southern,0.0
2022,30 - 34 years,Male,Level of education - not stated,Eastern and Midland,0.0
2022,30 - 34 years,Female,Less than primary (Level 0),Northern and Western,0.0
2022,30 - 34 years,Female,Less than primary (Level 0),Southern,0.0
2022,30 - 34 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2022,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2022,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,0.0
2022,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,71.7
2022,30 - 34 years,Female,Tertiary education (Levels 5-8),Northern and Western,92.5
2022,30 - 34 years,Female,Tertiary education (Levels 5-8),Southern,86.1
2022,30 - 34 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,87.9
2022,30 - 34 years,Female,Level of education - not stated,Northern and Western,0.0
2022,30 - 34 years,Female,Level of education - not stated,Southern,0.0
2022,30 - 34 years,Female,Level of education - not stated,Eastern and Midland,0.0
2022,35 - 39 years,Male,Less than primary (Level 0),Northern and Western,0.0
2022,35 - 39 years,Male,Less than primary (Level 0),Southern,0.0
2022,35 - 39 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2022,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2022,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,87.1
2022,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,91.9
2022,35 - 39 years,Male,Tertiary education (Levels 5-8),Northern and Western,100.0
2022,35 - 39 years,Male,Tertiary education (Levels 5-8),Southern,94.3
2022,35 - 39 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,93.9
2022,35 - 39 years,Male,Level of education - not stated,Northern and Western,0.0
2022,35 - 39 years,Male,Level of education - not stated,Southern,0.0
2022,35 - 39 years,Male,Level of education - not stated,Eastern and Midland,0.0
2022,35 - 39 years,Female,Less than primary (Level 0),Northern and Western,0.0
2022,35 - 39 years,Female,Less than primary (Level 0),Southern,0.0
2022,35 - 39 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2022,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2022,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,59.0
2022,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,65.0
2022,35 - 39 years,Female,Tertiary education (Levels 5-8),Northern and Western,81.3
2022,35 - 39 years,Female,Tertiary education (Levels 5-8),Southern,83.2
2022,35 - 39 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,85.1
2022,35 - 39 years,Female,Level of education - not stated,Northern and Western,0.0
2022,35 - 39 years,Female,Level of education - not stated,Southern,0.0
2022,35 - 39 years,Female,Level of education - not stated,Eastern and Midland,0.0
2022,40 - 44 years,Male,Less than primary (Level 0),Northern and Western,0.0
2022,40 - 44 years,Male,Less than primary (Level 0),Southern,0.0
2022,40 - 44 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2022,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,91.2
2022,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,86.8
2022,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,92.0
2022,40 - 44 years,Male,Tertiary education (Levels 5-8),Northern and Western,94.2
2022,40 - 44 years,Male,Tertiary education (Levels 5-8),Southern,95.9
2022,40 - 44 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,96.2
2022,40 - 44 years,Male,Level of education - not stated,Northern and Western,0.0
2022,40 - 44 years,Male,Level of education - not stated,Southern,0.0
2022,40 - 44 years,Male,Level of education - not stated,Eastern and Midland,0.0
2022,40 - 44 years,Female,Less than primary (Level 0),Northern and Western,0.0
2022,40 - 44 years,Female,Less than primary (Level 0),Southern,0.0
2022,40 - 44 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2022,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,84.5
2022,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,67.5
2022,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,60.6
2022,40 - 44 years,Female,Tertiary education (Levels 5-8),Northern and Western,85.9
2022,40 - 44 years,Female,Tertiary education (Levels 5-8),Southern,85.2
2022,40 - 44 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,84.6
2022,40 - 44 years,Female,Level of education - not stated,Northern and Western,0.0
2022,40 - 44 years,Female,Level of education - not stated,Southern,0.0
2022,40 - 44 years,Female,Level of education - not stated,Eastern and Midland,0.0
2022,45 - 49 years,Male,Less than primary (Level 0),Northern and Western,0.0
2022,45 - 49 years,Male,Less than primary (Level 0),Southern,0.0
2022,45 - 49 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2022,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,86.6
2022,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,87.6
2022,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,93.6
2022,45 - 49 years,Male,Tertiary education (Levels 5-8),Northern and Western,94.6
2022,45 - 49 years,Male,Tertiary education (Levels 5-8),Southern,90.3
2022,45 - 49 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,94.4
2022,45 - 49 years,Male,Level of education - not stated,Northern and Western,0.0
2022,45 - 49 years,Male,Level of education - not stated,Southern,0.0
2022,45 - 49 years,Male,Level of education - not stated,Eastern and Midland,0.0
2022,45 - 49 years,Female,Less than primary (Level 0),Northern and Western,0.0
2022,45 - 49 years,Female,Less than primary (Level 0),Southern,0.0
2022,45 - 49 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2022,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2022,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2022,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2022,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,77.1
2022,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,80.8
2022,45 - 49 years,Female,Tertiary education (Levels 5-8),Northern and Western,86.8
2022,45 - 49 years,Female,Tertiary education (Levels 5-8),Southern,90.1
2022,45 - 49 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,85.6
2022,45 - 49 years,Female,Level of education - not stated,Northern and Western,0.0
2022,45 - 49 years,Female,Level of education - not stated,Southern,0.0
2022,45 - 49 years,Female,Level of education - not stated,Eastern and Midland,0.0
2022,50 - 54 years,Male,Less than primary (Level 0),Northern and Western,0.0
2022,50 - 54 years,Male,Less than primary (Level 0),Southern,0.0
2022,50 - 54 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2022,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2022,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Southern,75.1
2022,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,69.5
2022,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,85.8
2022,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,88.1
2022,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,83.2
2022,50 - 54 years,Male,Tertiary education (Levels 5-8),Northern and Western,100.0
2022,50 - 54 years,Male,Tertiary education (Levels 5-8),Southern,94.2
2022,50 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,98.4
2022,50 - 54 years,Male,Level of education - not stated,Northern and Western,0.0
2022,50 - 54 years,Male,Level of education - not stated,Southern,0.0
2022,50 - 54 years,Male,Level of education - not stated,Eastern and Midland,0.0
2022,50 - 54 years,Female,Less than primary (Level 0),Northern and Western,0.0
2022,50 - 54 years,Female,Less than primary (Level 0),Southern,0.0
2022,50 - 54 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
